,children,days_employed,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,total_income_category,purpose_category
8682,0,3551.116184120289,45,1,1,f,сотрудник,0,256075,свадьба,B,операции с недвижимостью
8683,0,2160.079511730295,46,1,3,f,сотрудник,0,285406,автомобили,B,операции с автомобилем
8684,0,364736.4958327553,63,1,2,f,пенсионер,0,223383,получение образования,B,операции с недвижимостью
8685,0,369917.6852780496,55,0,0,f,пенсионер,0,99420,жилье,C,операции с недвижимостью
8686,1,2429.3583919129323,30,0,0,f,сотрудник,0,187833,покупка жилой недвижимости,C,операции с недвижимостью
8687,0,1642.1630050232548,42,0,0,m,компаньон,0,192470,строительство недвижимости,C,операции с недвижимостью
8688,3,2423.958830960957,34,1,0,f,сотрудник,0,93387,заняться высшим образованием,C,операции с недвижимостью
8689,0,109.34965442507256,48,2,4,m,сотрудник,0,135067,покупка коммерческой недвижимости,C,операции с недвижимостью
8690,0,390556.6790072853,54,1,0,m,пенсионер,0,106080,профильное образование,C,операции с недвижимостью
8691,0,356815.9414999807,63,1,0,f,пенсионер,0,34558,образование,D,операции с недвижимостью
8692,0,343053.1806900269,64,0,0,m,пенсионер,0,130739,автомобили,C,операции с автомобилем
8693,0,13623.026318165186,53,1,0,f,компаньон,0,106766,дополнительное образование,C,операции с недвижимостью
8694,0,378255.43768011016,57,1,0,f,пенсионер,0,83635,заняться высшим образованием,C,операции с недвижимостью
8695,0,395253.78992511454,54,1,1,m,пенсионер,1,89844,строительство недвижимости,C,операции с недвижимостью
8696,0,626.2817065986668,35,1,4,m,сотрудник,0,84668,покупка жилья,C,операции с недвижимостью
8697,0,2933.0225519263604,33,1,3,f,сотрудник,0,85032,строительство собственной недвижимости,C,операции с недвижимостью
8698,0,522.4449492372693,26,0,0,f,компаньон,0,137863,жилье,C,операции с недвижимостью
8699,0,1005.2995957921506,36,0,0,f,компаньон,0,327278,на покупку подержанного автомобиля,B,операции с автомобилем
8700,0,1931.177755809339,31,1,0,m,сотрудник,0,132367,получение образования,C,операции с недвижимостью
8701,0,214.34399086770856,67,1,0,f,компаньон,0,139315,строительство собственной недвижимости,C,операции с недвижимостью
8702,0,245.1182143769008,24,1,0,f,компаньон,1,104907,получение высшего образования,C,операции с недвижимостью
8703,1,1600.7987810954971,22,1,0,m,компаньон,0,52832,строительство недвижимости,C,операции с недвижимостью
8704,1,1351.209882239856,26,0,0,f,сотрудник,0,140928,заняться образованием,C,операции с недвижимостью
8705,0,2870.215042794171,52,1,4,f,сотрудник,0,135169,строительство недвижимости,C,операции с недвижимостью
8706,0,1591.6883900090954,28,1,4,m,сотрудник,1,246133,приобретение автомобиля,B,операции с автомобилем
8707,0,1203.369528770489,47,0,0,f,сотрудник,0,145017,получение высшего образования,C,операции с недвижимостью
8708,0,4920.3410124257125,49,1,0,m,сотрудник,0,255137,строительство недвижимости,B,операции с недвижимостью
8709,0,351766.613454318,59,1,1,f,пенсионер,0,196317,сыграть свадьбу,C,операции с недвижимостью
8710,1,1745.8844767902033,37,1,2,f,сотрудник,0,168466,высшее образование,C,операции с недвижимостью
8711,0,1689.0822000997946,40,1,0,f,сотрудник,0,119748,жилье,C,операции с недвижимостью
8712,0,12436.765865248086,52,1,1,m,компаньон,0,118265,сыграть свадьбу,C,операции с недвижимостью
